epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,1015.34,0.40026,0.29929,1.21373,0.98939,0.98054,0.99011,0.87777,0.59225,0.31179,1.54855,0.000132193,0.000132193,0.000132193
188,1020.04,0.39942,0.2934,1.21323,0.99397,0.97274,0.98998,0.88003,0.59185,0.31542,1.56004,0.000123941,0.000123941,0.000123941
189,1024.68,0.40176,0.29292,1.21172,0.97982,0.98254,0.98985,0.87721,0.59433,0.31785,1.55465,0.00011569,0.00011569,0.00011569
190,1029.51,0.41161,0.28983,1.19375,0.97941,0.98254,0.98985,0.87615,0.59302,0.31741,1.55028,0.000107438,0.000107438,0.000107438
191,1035.91,0.30776,0.22844,1.14175,0.98101,0.98254,0.98964,0.87664,0.5936,0.31799,1.53731,9.91865e-05,9.91865e-05,9.91865e-05
192,1040.62,0.3102,0.23057,1.10599,0.99396,0.97194,0.98946,0.87775,0.59451,0.31761,1.54546,9.09349e-05,9.09349e-05,9.09349e-05
193,1044.99,0.31363,0.23176,1.11904,0.9936,0.97405,0.98941,0.87677,0.5986,0.31816,1.55973,8.26832e-05,8.26832e-05,8.26832e-05
194,1049.64,0.3028,0.22585,1.11303,0.99289,0.97427,0.98931,0.87595,0.59834,0.31873,1.5608,7.44316e-05,7.44316e-05,7.44316e-05
195,1054.54,0.30349,0.22869,1.10942,0.99279,0.97389,0.98874,0.87146,0.59942,0.3209,1.56195,6.61799e-05,6.61799e-05,6.61799e-05
196,1059.23,0.30029,0.21976,1.11343,0.98924,0.97935,0.98866,0.87414,0.59756,0.31954,1.56896,5.79283e-05,5.79283e-05,5.79283e-05
197,1063.87,0.30921,0.22311,1.09999,0.98967,0.98222,0.9887,0.87524,0.59933,0.32001,1.57237,4.96766e-05,4.96766e-05,4.96766e-05
198,1068.56,0.3044,0.22434,1.12453,0.99006,0.98233,0.98854,0.8722,0.60048,0.32011,1.57592,4.1425e-05,4.1425e-05,4.1425e-05
199,1073.36,0.3018,0.22272,1.09934,0.99042,0.98225,0.9886,0.87204,0.6003,0.31909,1.57779,3.31733e-05,3.31733e-05,3.31733e-05
200,1078.46,0.29731,0.21796,1.11096,0.99033,0.98225,0.98848,0.8739,0.59814,0.31972,1.57891,2.49217e-05,2.49217e-05,2.49217e-05
